method,parameters,inference_flops,inference_flops_g,inference_batch_size,inference_latency_ms,inference_fps,inference_peak_memory_mb,training_batch_size,training_step_mean_ms,training_step_std_ms,training_step_median_ms,training_peak_memory_mb,loss_mean,estimated_260_batch_epoch_seconds,weights_updated,checkpoints_saved,profiling_status,distance_transform
unet_gsl,1927042,15969615872,15.969615872,1,1.969860380049795,507.6501919261514,76.16552734375,8,52.319303699187,1.0948720810695585,52.21565299871145,600.2880859375,2.675734758377075,13.60301896178862,False,False,completed,SciPy exact Euclidean EDT
